file_name,harmonic,closeness_centrality,pagerank,degree_centrality,betweenness_centrality,all_subgraphs
es_gsd-ud-train_9677.graphml,3,3,4,2,3,3
es_gsd-ud-train_10783.graphml,1,1,0,0,1,1
es_gsd-ud-train_11289.graphml,1,1,0,0,1,1
es_gsd-ud-train_6584.graphml,1,3,7,1,3,3
es_gsd-ud-train_8440.graphml,0,0,0,0,0,0
es_gsd-ud-train_2195.graphml,1,0,1,1,0,1
es_gsd-ud-train_10927.graphml,2,2,0,0,2,2
es_gsd-ud-train_921.graphml,0,0,1,0,0,0
es_gsd-ud-train_9032.graphml,2,1,1,1,1,1
es_gsd-ud-train_8538.graphml,0,0,0,0,0,0
es_gsd-ud-train_5932.graphml,2,2,3,0,2,2
es_gsd-ud-train_859.graphml,0,2,0,0,1,2
es_gsd-ud-train_2974.graphml,1,1,1,1,1,1
es_gsd-ud-train_1387.graphml,0,0,0,0,0,0
es_gsd-ud-train_931.graphml,2,2,2,2,2,2
es_gsd-ud-train_10937.graphml,0,0,0,0,0,0
es_gsd-ud-train_8450.graphml,0,0,0,0,0,0
es_gsd-ud-train_2185.graphml,1,1,1,1,1,1
es_gsd-ud-train_849.graphml,3,3,4,3,3,3
es_gsd-ud-train_2964.graphml,2,2,2,2,2,2
es_gsd-ud-train_1397.graphml,2,2,5,2,2,2
es_gsd-ud-train_9022.graphml,1,1,3,1,1,1
es_gsd-ud-train_5922.graphml,0,0,0,0,0,0
es_gsd-ud-train_8528.graphml,0,1,0,0,1,1
es_gsd-ud-train_6846.graphml,1,1,1,1,1,1
es_gsd-ud-train_1199.graphml,0,0,0,0,0,0
es_gsd-ud-train_1800.graphml,1,1,2,0,1,1
es_gsd-ud-train_8726.graphml,0,0,0,0,0,0
es_gsd-ud-train_1978.graphml,1,1,3,1,1,1
es_gsd-ud-train_3681.graphml,0,0,0,0,0,0
es_gsd-ud-train_9354.graphml,2,1,2,1,1,1
es_gsd-ud-train_13853.graphml,0,0,0,0,2,0
es_gsd-ud-train_1810.graphml,0,0,1,0,0,0
es_gsd-ud-train_8736.graphml,0,0,2,0,1,0
es_gsd-ud-train_1189.graphml,1,0,1,1,1,0
es_gsd-ud-train_6856.graphml,1,1,0,0,1,1
es_gsd-ud-train_1968.graphml,0,1,0,0,0,1
es_gsd-ud-train_3691.graphml,1,1,1,1,1,1
es_gsd-ud-train_13843.graphml,2,1,2,2,2,1
es_gsd-ud-train_9344.graphml,1,1,1,1,1,1
es_gsd-ud-train_3835.graphml,1,0,1,1,0,0
es_gsd-ud-train_11087.graphml,3,3,3,3,3,3
es_gsd-ud-train_8173.graphml,2,2,2,2,2,2
es_gsd-ud-train_7280.graphml,3,2,3,3,3,3
es_gsd-ud-train_4873.graphml,0,1,0,0,0,1
es_gsd-ud-train_9479.graphml,1,1,1,1,1,1
es_gsd-ud-train_5598.graphml,3,3,0,0,3,3
es_gsd-ud-train_12295.graphml,0,0,0,0,0,0
es_gsd-ud-train_8992.graphml,0,0,0,0,0,0
es_gsd-ud-train_11866.graphml,0,0,0,0,0,0
es_gsd-ud-train_4092.graphml,1,1,1,1,1,1
es_gsd-ud-train_9501.graphml,4,4,4,4,4,4
es_gsd-ud-train_11097.graphml,2,1,2,2,1,1
es_gsd-ud-train_8163.graphml,0,0,1,0,0,0
es_gsd-ud-train_9469.graphml,0,0,0,0,0,0
es_gsd-ud-train_7290.graphml,2,2,0,0,2,2
es_gsd-ud-train_4863.graphml,0,0,0,0,0,0
es_gsd-ud-train_3825.graphml,0,0,0,0,0,0
es_gsd-ud-train_9511.graphml,0,0,0,0,0,0
es_gsd-ud-train_8982.graphml,1,1,0,0,1,1
es_gsd-ud-train_12285.graphml,2,2,3,2,2,2
es_gsd-ud-train_11876.graphml,1,1,2,2,1,1
es_gsd-ud-train_5588.graphml,2,2,2,2,2,2
es_gsd-ud-train_4082.graphml,4,3,4,4,3,3
es_gsd-ud-train_3740.graphml,1,0,2,2,0,0
es_gsd-ud-train_10361.graphml,1,1,1,1,1,1
es_gsd-ud-train_9295.graphml,0,0,0,0,0,0
es_gsd-ud-train_13992.graphml,1,1,5,1,1,1
es_gsd-ud-train_367.graphml,0,2,0,0,1,1
es_gsd-ud-train_6166.graphml,1,1,4,0,1,1
es_gsd-ud-train_4706.graphml,0,0,0,0,0,0
es_gsd-ud-train_1120.graphml,0,0,0,0,0,0
es_gsd-ud-train_12501.graphml,2,0,2,2,0,0
es_gsd-ud-train_7514.graphml,0,0,1,1,0,0
es_gsd-ud-train_14135.graphml,0,0,0,0,0,0
es_gsd-ud-train_3638.graphml,0,0,1,0,0,0
es_gsd-ud-train_10219.graphml,1,1,1,1,1,1
es_gsd-ud-train_2332.graphml,0,1,0,0,1,1
es_gsd-ud-train_11713.graphml,1,0,1,1,1,1
es_gsd-ud-train_13173.graphml,0,0,0,0,0,0
es_gsd-ud-train_1058.graphml,0,0,0,0,0,0
es_gsd-ud-train_12479.graphml,0,0,0,0,0,0
es_gsd-ud-train_5374.graphml,1,1,1,1,1,1
es_gsd-ud-train_6987.graphml,2,1,2,2,2,1
es_gsd-ud-train_4716.graphml,0,0,0,0,0,0
es_gsd-ud-train_1130.graphml,0,0,0,0,0,0
es_gsd-ud-train_12511.graphml,3,2,3,3,2,2
es_gsd-ud-train_377.graphml,2,1,5,5,2,1
es_gsd-ud-train_3750.graphml,1,1,1,1,1,1
es_gsd-ud-train_10371.graphml,1,1,2,0,1,1
es_gsd-ud-train_13982.graphml,2,2,1,1,2,2
es_gsd-ud-train_9285.graphml,1,1,2,2,1,1
es_gsd-ud-train_6176.graphml,0,0,0,0,0,0
es_gsd-ud-train_13163.graphml,1,1,1,1,1,1
es_gsd-ud-train_5364.graphml,1,1,5,5,1,1
es_gsd-ud-train_6997.graphml,0,0,2,0,0,0
es_gsd-ud-train_1048.graphml,2,1,2,2,1,1
es_gsd-ud-train_12469.graphml,0,0,8,0,0,0
es_gsd-ud-train_3628.graphml,1,0,0,0,0,1
es_gsd-ud-train_10209.graphml,1,1,1,1,1,1
es_gsd-ud-train_7504.graphml,0,0,0,0,0,0
es_gsd-ud-train_14125.graphml,1,0,1,1,0,0
es_gsd-ud-train_2322.graphml,0,0,0,0,0,0
es_gsd-ud-train_11703.graphml,2,2,3,2,1,2
es_gsd-ud-train_532.graphml,3,2,3,3,2,2
es_gsd-ud-train_7239.graphml,0,0,0,0,0,0
es_gsd-ud-train_10534.graphml,4,3,4,4,4,4
es_gsd-ud-train_3115.graphml,0,0,0,0,0,0
es_gsd-ud-train_6733.graphml,0,0,0,0,0,0
es_gsd-ud-train_4153.graphml,0,1,0,0,0,1
es_gsd-ud-train_12354.graphml,3,1,4,0,3,3
es_gsd-ud-train_8853.graphml,2,2,2,2,2,2
es_gsd-ud-train_1775.graphml,0,0,3,0,0,0
es_gsd-ud-train_5459.graphml,3,1,3,3,1,1
es_gsd-ud-train_7341.graphml,1,1,1,1,1,1
es_gsd-ud-train_11146.graphml,2,2,2,2,2,2
es_gsd-ud-train_2567.graphml,1,1,0,0,1,1
es_gsd-ud-train_13726.graphml,0,1,0,0,1,1
es_gsd-ud-train_5521.graphml,0,0,0,0,0,0
es_gsd-ud-train_4143.graphml,1,1,1,1,1,1
es_gsd-ud-train_5449.graphml,4,1,4,4,2,2
es_gsd-ud-train_8843.graphml,1,0,0,0,0,1
es_gsd-ud-train_12344.graphml,2,1,2,2,2,2
es_gsd-ud-train_1765.graphml,1,1,1,1,1,1
es_gsd-ud-train_10524.graphml,0,0,0,0,0,0
es_gsd-ud-train_3105.graphml,0,1,0,0,1,1
es_gsd-ud-train_522.graphml,0,0,0,0,0,0
es_gsd-ud-train_7229.graphml,0,0,1,0,0,0
es_gsd-ud-train_6723.graphml,1,1,0,0,1,1
es_gsd-ud-train_13736.graphml,2,1,0,0,1,1
es_gsd-ud-train_5531.graphml,0,0,0,0,0,0
es_gsd-ud-train_7351.graphml,1,1,1,1,1,1
es_gsd-ud-train_11156.graphml,0,0,2,0,0,0
es_gsd-ud-train_2577.graphml,2,1,2,2,2,2
es_gsd-ud-train_1413.graphml,1,0,1,1,0,0
es_gsd-ud-train_12032.graphml,0,0,1,0,0,0
es_gsd-ud-train_4235.graphml,0,0,1,0,0,0
es_gsd-ud-train_13538.graphml,0,0,0,0,0,0
es_gsd-ud-train_2779.graphml,0,1,0,0,1,0
es_gsd-ud-train_11358.graphml,1,1,0,0,1,1
es_gsd-ud-train_6455.graphml,1,0,1,1,1,0
es_gsd-ud-train_654.graphml,0,0,0,0,0,0
es_gsd-ud-train_3273.graphml,4,1,4,4,0,1
es_gsd-ud-train_10652.graphml,1,1,1,1,1,1
es_gsd-ud-train_5647.graphml,0,0,1,1,0,0
es_gsd-ud-train_13440.graphml,0,0,0,0,0,0
es_gsd-ud-train_2601.graphml,1,1,1,1,1,1
es_gsd-ud-train_11220.graphml,1,1,1,1,1,1
es_gsd-ud-train_7027.graphml,1,1,3,0,1,1
es_gsd-ud-train_6445.graphml,2,2,4,2,2,2
es_gsd-ud-train_2769.graphml,1,1,1,1,1,1
es_gsd-ud-train_11348.graphml,1,1,2,2,1,1
es_gsd-ud-train_3263.graphml,3,2,5,3,3,2
es_gsd-ud-train_10642.graphml,1,1,0,0,1,1
es_gsd-ud-train_644.graphml,1,1,1,1,1,1
es_gsd-ud-train_1403.graphml,0,0,1,0,0,0
es_gsd-ud-train_12022.graphml,0,1,3,0,1,1
es_gsd-ud-train_13528.graphml,2,2,3,2,2,2
es_gsd-ud-train_4225.graphml,0,0,0,0,0,0
es_gsd-ud-train_2611.graphml,2,2,2,2,2,2
es_gsd-ud-train_11230.graphml,1,1,1,1,1,1
es_gsd-ud-train_7037.graphml,0,0,2,1,0,0
es_gsd-ud-train_5657.graphml,0,0,0,0,0,0
es_gsd-ud-train_13450.graphml,1,1,2,0,1,1
es_gsd-ud-train_12667.graphml,0,1,0,0,1,1
es_gsd-ud-train_1246.graphml,1,1,0,0,1,1
es_gsd-ud-train_998.graphml,1,1,2,0,1,1
es_gsd-ud-train_4460.graphml,1,1,1,1,1,1
es_gsd-ud-train_6200.graphml,0,1,0,0,0,0
es_gsd-ud-train_10007.graphml,1,0,1,0,0,0
es_gsd-ud-train_3426.graphml,1,1,1,1,1,1
es_gsd-ud-train_5012.graphml,2,2,2,2,2,2
es_gsd-ud-train_4518.graphml,1,1,2,1,1,1
es_gsd-ud-train_9912.graphml,0,0,0,0,0,0
es_gsd-ud-train_13215.graphml,0,1,0,0,0,1
es_gsd-ud-train_8581.graphml,3,3,3,3,3,3
es_gsd-ud-train_11475.graphml,1,1,1,1,1,1
es_gsd-ud-train_2054.graphml,2,2,3,2,2,2
es_gsd-ud-train_6378.graphml,2,3,4,2,2,3
es_gsd-ud-train_179.graphml,0,0,1,0,0,0
es_gsd-ud-train_7672.graphml,2,1,2,2,1,1
es_gsd-ud-train_6210.graphml,0,0,1,0,0,0
es_gsd-ud-train_10017.graphml,2,2,4,4,2,2
es_gsd-ud-train_3436.graphml,1,1,3,1,1,1
es_gsd-ud-train_12677.graphml,1,0,1,1,0,0
es_gsd-ud-train_1256.graphml,0,0,0,0,0,0
es_gsd-ud-train_988.graphml,1,1,1,1,1,1
es_gsd-ud-train_4470.graphml,0,0,0,0,0,0
es_gsd-ud-train_6368.graphml,0,0,3,0,0,0
es_gsd-ud-train_8591.graphml,4,1,4,4,0,2
es_gsd-ud-train_11465.graphml,2,2,2,2,2,2
es_gsd-ud-train_2044.graphml,1,1,1,1,1,1
es_gsd-ud-train_169.graphml,1,1,4,0,1,1
es_gsd-ud-train_7662.graphml,1,1,3,1,1,1
es_gsd-ud-train_5002.graphml,1,1,2,1,1,1
es_gsd-ud-train_13205.graphml,1,1,2,0,1,1
es_gsd-ud-train_9902.graphml,1,1,0,0,1,1
es_gsd-ud-train_4508.graphml,0,0,0,0,0,0
es_gsd-ud-train_5891.graphml,2,2,6,6,2,3
es_gsd-ud-train_6262.graphml,2,2,5,3,2,2
es_gsd-ud-train_9191.graphml,0,2,0,0,0,0
es_gsd-ud-train_10065.graphml,0,0,2,2,0,0
es_gsd-ud-train_3444.graphml,1,1,1,0,1,1
es_gsd-ud-train_7768.graphml,0,0,0,0,0,0
es_gsd-ud-train_5108.graphml,1,1,2,1,1,1
es_gsd-ud-train_12605.graphml,1,1,1,1,1,1
es_gsd-ud-train_1224.graphml,1,1,2,2,1,1
es_gsd-ud-train_9808.graphml,0,1,0,0,0,1
es_gsd-ud-train_4402.graphml,0,0,0,0,0,0
es_gsd-ud-train_11417.graphml,0,0,4,4,0,0
es_gsd-ud-train_2036.graphml,2,1,2,2,0,2
es_gsd-ud-train_7610.graphml,1,1,3,1,1,1
es_gsd-ud-train_5070.graphml,1,1,0,0,1,1
es_gsd-ud-train_882.graphml,1,1,2,0,1,1
es_gsd-ud-train_10884.graphml,1,1,2,1,1,1
es_gsd-ud-train_9970.graphml,0,0,0,0,0,0
es_gsd-ud-train_13277.graphml,1,1,1,1,1,1
es_gsd-ud-train_12615.graphml,0,0,0,0,0,0
es_gsd-ud-train_1234.graphml,0,0,0,0,0,0
es_gsd-ud-train_5118.graphml,1,1,2,0,1,1
es_gsd-ud-train_4412.graphml,1,0,0,0,0,1
es_gsd-ud-train_9818.graphml,2,2,0,0,2,2
es_gsd-ud-train_5881.graphml,2,2,2,2,2,2
es_gsd-ud-train_6272.graphml,1,1,1,1,1,1
es_gsd-ud-train_7778.graphml,0,0,0,0,0,0
es_gsd-ud-train_9181.graphml,1,0,1,1,1,1
es_gsd-ud-train_10075.graphml,2,3,2,2,3,2
es_gsd-ud-train_3454.graphml,3,2,3,3,3,3
es_gsd-ud-train_5060.graphml,1,1,0,0,1,1
es_gsd-ud-train_10894.graphml,1,1,1,0,1,1
es_gsd-ud-train_13267.graphml,1,1,1,1,1,1
es_gsd-ud-train_9960.graphml,3,2,3,3,3,3
es_gsd-ud-train_892.graphml,0,0,0,0,0,0
es_gsd-ud-train_11407.graphml,1,1,2,1,1,1
es_gsd-ud-train_2026.graphml,4,4,5,4,4,4
es_gsd-ud-train_7600.graphml,0,0,0,0,0,0
es_gsd-ud-train_6437.graphml,0,1,0,0,1,1
es_gsd-ud-train_636.graphml,1,1,0,0,1,1
es_gsd-ud-train_3211.graphml,1,1,1,1,1,1
es_gsd-ud-train_10630.graphml,3,2,3,1,1,2
es_gsd-ud-train_1471.graphml,1,1,1,1,1,1
es_gsd-ud-train_12050.graphml,0,0,0,0,0,0
es_gsd-ud-train_4257.graphml,0,0,2,2,0,0
es_gsd-ud-train_2663.graphml,2,4,7,2,4,4
es_gsd-ud-train_11242.graphml,1,1,2,2,1,1
es_gsd-ud-train_3369.graphml,0,0,0,0,0,0
es_gsd-ud-train_10748.graphml,1,1,1,1,1,1
es_gsd-ud-train_7045.graphml,0,0,0,0,0,0
es_gsd-ud-train_5625.graphml,0,1,0,0,1,1
es_gsd-ud-train_1509.graphml,1,1,4,1,1,1
es_gsd-ud-train_12128.graphml,0,1,0,0,1,1
es_gsd-ud-train_13422.graphml,1,1,1,1,1,1
es_gsd-ud-train_1461.graphml,5,4,0,0,4,4
es_gsd-ud-train_12040.graphml,1,0,2,1,0,0
es_gsd-ud-train_4247.graphml,2,2,0,0,2,2
es_gsd-ud-train_6427.graphml,1,0,1,1,1,0
es_gsd-ud-train_3201.graphml,1,1,1,1,1,1
es_gsd-ud-train_10620.graphml,2,2,2,2,2,2
es_gsd-ud-train_626.graphml,3,2,3,3,3,2
es_gsd-ud-train_1519.graphml,0,0,0,0,0,0
es_gsd-ud-train_12138.graphml,1,1,1,1,1,1
es_gsd-ud-train_5635.graphml,3,1,3,3,1,1
es_gsd-ud-train_13432.graphml,4,4,4,4,4,4
es_gsd-ud-train_2673.graphml,2,3,5,5,2,3
es_gsd-ud-train_11252.graphml,2,2,2,2,2,2
es_gsd-ud-train_7055.graphml,0,0,0,0,0,0
es_gsd-ud-train_3379.graphml,1,1,1,1,1,1
es_gsd-ud-train_10758.graphml,0,0,0,0,0,0
es_gsd-ud-train_4131.graphml,2,1,2,2,1,1
es_gsd-ud-train_12336.graphml,0,0,1,0,0,0
es_gsd-ud-train_8831.graphml,0,0,1,1,0,0
es_gsd-ud-train_1717.graphml,1,0,1,1,0,0
es_gsd-ud-train_550.graphml,1,1,2,0,1,1
es_gsd-ud-train_10556.graphml,1,1,2,2,1,1
es_gsd-ud-train_3177.graphml,0,0,0,0,0,0
es_gsd-ud-train_6751.graphml,0,1,0,0,0,1
es_gsd-ud-train_13744.graphml,1,1,2,1,1,1
es_gsd-ud-train_3996.graphml,2,2,2,2,2,2
es_gsd-ud-train_4049.graphml,0,0,0,0,0,0
es_gsd-ud-train_5543.graphml,2,2,2,2,2,2
es_gsd-ud-train_8949.graphml,0,0,0,0,1,0
es_gsd-ud-train_428.graphml,2,3,1,1,2,3
es_gsd-ud-train_7323.graphml,0,0,0,0,0,0
es_gsd-ud-train_6629.graphml,2,2,0,0,2,2
es_gsd-ud-train_11124.graphml,1,0,1,1,0,0
es_gsd-ud-train_2505.graphml,1,1,1,1,1,1
es_gsd-ud-train_10546.graphml,0,0,1,0,0,0
es_gsd-ud-train_3167.graphml,2,2,2,2,2,2
es_gsd-ud-train_540.graphml,1,1,1,1,1,1
es_gsd-ud-train_6741.graphml,1,1,0,0,1,1
es_gsd-ud-train_4121.graphml,0,1,0,0,0,0
es_gsd-ud-train_8821.graphml,2,2,2,2,2,2
es_gsd-ud-train_12326.graphml,1,1,1,1,1,1
es_gsd-ud-train_1707.graphml,0,0,0,0,0,0
es_gsd-ud-train_438.graphml,0,0,0,0,0,0
es_gsd-ud-train_7333.graphml,1,1,1,1,1,1
es_gsd-ud-train_11134.graphml,0,2,2,0,0,2
es_gsd-ud-train_2515.graphml,0,0,1,0,0,0
es_gsd-ud-train_6639.graphml,2,2,2,2,2,2
es_gsd-ud-train_4059.graphml,0,0,0,0,0,0
es_gsd-ud-train_13754.graphml,1,1,3,1,1,1
es_gsd-ud-train_3986.graphml,1,0,3,3,0,0
es_gsd-ud-train_8959.graphml,0,0,1,0,0,0
es_gsd-ud-train_5553.graphml,2,2,3,3,2,2
es_gsd-ud-train_13069.graphml,1,1,1,1,1,1
es_gsd-ud-train_4764.graphml,0,1,1,0,0,1
es_gsd-ud-train_1142.graphml,1,1,1,1,1,1
es_gsd-ud-train_12563.graphml,0,0,0,0,0,0
es_gsd-ud-train_3722.graphml,3,1,4,4,2,2
es_gsd-ud-train_10303.graphml,2,2,0,0,2,2
es_gsd-ud-train_305.graphml,3,2,3,3,2,2
es_gsd-ud-train_6104.graphml,1,1,1,1,1,1
es_gsd-ud-train_2228.graphml,0,0,0,0,0,0
es_gsd-ud-train_11609.graphml,1,0,1,1,0,0
es_gsd-ud-train_13111.graphml,0,0,1,0,0,0
es_gsd-ud-train_5316.graphml,0,0,0,0,0,0
es_gsd-ud-train_7576.graphml,0,0,0,0,0,0
es_gsd-ud-train_14157.graphml,0,0,0,0,0,0
es_gsd-ud-train_13888.graphml,0,0,0,0,0,0
es_gsd-ud-train_2350.graphml,1,0,0,0,0,0
es_gsd-ud-train_11771.graphml,0,0,1,0,0,0
es_gsd-ud-train_8685.graphml,2,2,3,3,2,2
es_gsd-ud-train_315.graphml,3,2,1,1,3,2
es_gsd-ud-train_3732.graphml,0,1,2,0,2,1
es_gsd-ud-train_10313.graphml,1,1,0,0,1,1
es_gsd-ud-train_2238.graphml,0,0,0,0,0,0
es_gsd-ud-train_11619.graphml,1,0,1,1,0,0
es_gsd-ud-train_6114.graphml,0,0,0,0,0,0
es_gsd-ud-train_4774.graphml,1,1,1,1,1,1
es_gsd-ud-train_13079.graphml,1,0,1,1,0,0
es_gsd-ud-train_1152.graphml,0,0,1,0,0,0
es_gsd-ud-train_12573.graphml,1,1,0,0,1,1
es_gsd-ud-train_13898.graphml,0,0,1,0,0,0
es_gsd-ud-train_7566.graphml,0,1,0,0,1,1
es_gsd-ud-train_14147.graphml,1,1,1,1,1,1
es_gsd-ud-train_2340.graphml,2,1,2,0,2,1
es_gsd-ud-train_11761.graphml,0,0,0,0,0,0
es_gsd-ud-train_8695.graphml,1,1,5,0,1,1
es_gsd-ud-train_13101.graphml,3,3,4,4,3,3
es_gsd-ud-train_5306.graphml,0,0,0,0,0,0
es_gsd-ud-train_8111.graphml,1,0,1,1,1,1
es_gsd-ud-train_4811.graphml,0,0,0,0,0,0
es_gsd-ud-train_8888.graphml,1,1,0,0,1,1
es_gsd-ud-train_5482.graphml,0,0,1,0,0,0
es_gsd-ud-train_4188.graphml,1,1,1,1,1,1
es_gsd-ud-train_13685.graphml,0,0,2,2,0,0
es_gsd-ud-train_3857.graphml,2,2,2,2,2,2
es_gsd-ud-train_6690.graphml,1,1,2,2,1,1
es_gsd-ud-train_8069.graphml,0,1,2,0,0,1
es_gsd-ud-train_10497.graphml,0,0,1,0,0,0
es_gsd-ud-train_9563.graphml,0,0,3,3,0,0
es_gsd-ud-train_491.graphml,0,0,1,0,0,0
es_gsd-ud-train_4969.graphml,2,2,4,0,2,2
es_gsd-ud-train_11804.graphml,0,0,0,0,0,0
es_gsd-ud-train_5492.graphml,1,2,2,0,2,1
es_gsd-ud-train_8898.graphml,0,0,0,0,0,0
es_gsd-ud-train_13695.graphml,1,1,1,1,1,1
es_gsd-ud-train_3847.graphml,2,2,3,3,2,2
es_gsd-ud-train_4198.graphml,1,1,1,1,1,1
es_gsd-ud-train_8101.graphml,1,0,1,1,1,0
es_gsd-ud-train_4801.graphml,1,1,1,1,1,1
es_gsd-ud-train_11814.graphml,0,0,0,0,0,0
es_gsd-ud-train_8079.graphml,2,1,0,0,1,1
es_gsd-ud-train_6680.graphml,1,1,2,1,1,1
es_gsd-ud-train_481.graphml,0,0,1,0,0,0
es_gsd-ud-train_4979.graphml,0,0,0,0,0,0
es_gsd-ud-train_10487.graphml,2,0,2,2,0,0
es_gsd-ud-train_9573.graphml,1,1,0,0,1,1
es_gsd-ud-train_2291.graphml,2,1,2,2,1,1
es_gsd-ud-train_1862.graphml,1,1,1,1,1,1
es_gsd-ud-train_8744.graphml,2,2,2,1,2,2
es_gsd-ud-train_13949.graphml,1,1,2,1,1,1
es_gsd-ud-train_87.graphml,0,0,0,0,0,0
es_gsd-ud-train_14096.graphml,2,1,2,2,2,1
es_gsd-ud-train_6824.graphml,0,0,2,0,0,0
es_gsd-ud-train_9336.graphml,2,2,3,3,2,2
es_gsd-ud-train_13831.graphml,0,0,0,0,0,0
es_gsd-ud-train_1083.graphml,1,1,1,1,1,1
es_gsd-ud-train_6834.graphml,1,1,1,1,1,1
es_gsd-ud-train_2281.graphml,2,0,2,2,1,0
es_gsd-ud-train_1872.graphml,0,0,0,0,0,0
es_gsd-ud-train_8754.graphml,0,0,0,0,0,0
es_gsd-ud-train_97.graphml,1,0,3,1,1,0
es_gsd-ud-train_14086.graphml,0,0,0,0,0,0
es_gsd-ud-train_13959.graphml,0,1,0,0,1,1
es_gsd-ud-train_1093.graphml,1,1,4,1,1,1
es_gsd-ud-train_13821.graphml,1,1,1,1,1,1
es_gsd-ud-train_9326.graphml,4,2,4,4,2,2
es_gsd-ud-train_10945.graphml,2,2,2,2,2,2
es_gsd-ud-train_943.graphml,2,2,0,0,2,2
es_gsd-ud-train_9128.graphml,1,1,1,1,1,1
es_gsd-ud-train_5828.graphml,3,1,3,3,3,3
es_gsd-ud-train_8422.graphml,1,1,1,1,1,1
es_gsd-ud-train_2916.graphml,2,2,4,4,2,2
es_gsd-ud-train_9050.graphml,1,0,1,1,0,0
es_gsd-ud-train_3585.graphml,3,1,0,0,1,1
es_gsd-ud-train_5950.graphml,0,0,0,0,0,0
es_gsd-ud-train_9138.graphml,1,0,2,1,0,0
es_gsd-ud-train_8432.graphml,1,1,5,0,1,1
es_gsd-ud-train_5838.graphml,0,0,0,0,0,0
es_gsd-ud-train_953.graphml,1,1,2,1,1,1
es_gsd-ud-train_10955.graphml,1,4,10,1,5,4
es_gsd-ud-train_9040.graphml,3,2,3,3,2,2
es_gsd-ud-train_3595.graphml,0,0,0,0,0,0
es_gsd-ud-train_5940.graphml,2,1,2,2,1,1
es_gsd-ud-train_2906.graphml,0,0,0,0,0,0
es_gsd-ud-train_7184.graphml,2,1,0,0,1,1
es_gsd-ud-train_10689.graphml,1,0,2,2,0,1
es_gsd-ud-train_12970.graphml,1,0,1,1,0,0
es_gsd-ud-train_8277.graphml,1,1,2,0,1,1
es_gsd-ud-train_11383.graphml,0,0,2,0,0,0
es_gsd-ud-train_7965.graphml,1,0,1,1,0,0
es_gsd-ud-train_4396.graphml,1,1,0,0,1,1
es_gsd-ud-train_12191.graphml,2,2,0,0,2,2
es_gsd-ud-train_9605.graphml,0,0,0,0,0,0
es_gsd-ud-train_12808.graphml,5,6,5,5,6,6
es_gsd-ud-train_10699.graphml,2,2,3,1,2,2
es_gsd-ud-train_7194.graphml,1,1,1,1,1,1
es_gsd-ud-train_8267.graphml,1,1,3,3,1,1
es_gsd-ud-train_12960.graphml,0,0,0,0,0,0
es_gsd-ud-train_11393.graphml,1,2,6,0,1,3
es_gsd-ud-train_9615.graphml,3,3,3,3,3,3
es_gsd-ud-train_12818.graphml,1,1,1,1,1,1
es_gsd-ud-train_7975.graphml,1,1,0,0,1,1
es_gsd-ud-train_4386.graphml,1,0,1,1,0,0
es_gsd-ud-train_12181.graphml,0,0,0,0,0,0
es_gsd-ud-train_5700.graphml,2,2,2,2,2,2
es_gsd-ud-train_13507.graphml,0,0,2,0,0,0
es_gsd-ud-train_11367.graphml,1,1,3,3,1,1
es_gsd-ud-train_12994.graphml,0,1,0,0,0,0
es_gsd-ud-train_8293.graphml,3,3,1,1,3,3
es_gsd-ud-train_2746.graphml,1,1,3,0,1,1
es_gsd-ud-train_7160.graphml,0,2,2,0,2,2
es_gsd-ud-train_9799.graphml,1,1,0,0,1,1
es_gsd-ud-train_5678.graphml,1,1,1,1,1,1
es_gsd-ud-train_12175.graphml,0,0,0,0,0,0
es_gsd-ud-train_1554.graphml,1,1,1,1,1,1
es_gsd-ud-train_4372.graphml,2,1,2,2,1,1
es_gsd-ud-train_7981.graphml,2,1,0,0,2,1
es_gsd-ud-train_6512.graphml,0,0,3,0,0,0
es_gsd-ud-train_10715.graphml,1,1,1,1,1,1
es_gsd-ud-train_3334.graphml,0,0,2,0,0,0
es_gsd-ud-train_713.graphml,2,2,4,4,2,2
es_gsd-ud-train_7018.graphml,0,0,0,0,0,0
es_gsd-ud-train_11377.graphml,0,0,0,0,0,0
es_gsd-ud-train_8283.graphml,0,0,0,0,0,0
es_gsd-ud-train_12984.graphml,1,0,1,1,0,0
es_gsd-ud-train_2756.graphml,2,1,4,2,1,2
es_gsd-ud-train_9789.graphml,0,0,1,0,0,0
es_gsd-ud-train_7170.graphml,0,1,0,0,1,1
es_gsd-ud-train_5710.graphml,0,0,0,0,0,0
es_gsd-ud-train_13517.graphml,0,1,0,0,1,1
es_gsd-ud-train_6502.graphml,0,0,0,0,0,0
es_gsd-ud-train_703.graphml,0,0,0,0,0,0
es_gsd-ud-train_7008.graphml,0,0,0,0,0,0
es_gsd-ud-train_10705.graphml,0,0,1,0,0,0
es_gsd-ud-train_3324.graphml,0,0,0,0,0,0
es_gsd-ud-train_12165.graphml,2,2,3,2,2,2
es_gsd-ud-train_1544.graphml,0,0,1,0,0,0
es_gsd-ud-train_5668.graphml,0,0,0,0,0,0
es_gsd-ud-train_4362.graphml,1,3,1,1,3,3
es_gsd-ud-train_7991.graphml,0,0,0,0,0,0
es_gsd-ud-train_5155.graphml,3,2,3,2,2,3
es_gsd-ud-train_1279.graphml,3,3,3,3,3,3
es_gsd-ud-train_12658.graphml,1,1,2,1,1,1
es_gsd-ud-train_9855.graphml,4,3,2,2,4,3
